,homepos,cultposs,hedres,wealth,ictres,joyread,screadcomp,screaddiff,pisadiff,emosups,disclima,teachsup,dirins,stimread,adaptivity,teachint,perfeed,percomp,percoop,attlnact,compete,workmast,gfofail,eudmo,swbp,resilience,mastgoal,discrim,belong,beingbullied,infocar,infojob1,infojob2,escs,privatesch,schltype,stratio,schsize,totat,proatce,proat5ab,proat5am,proat6,clsize,creactiv,edushort,staffshort,stubeha,teachbeha,math,scie,read
0,-0.8374,-1.7576,-0.9779,-0.471,-0.349,0.5572,-0.825,-0.0697,0.2705,-1.0657,0.4922,0.7015,-0.3275,-0.62,-1.4494,0.2182,-1.6391,0.1254,0.6012,-0.6583,1.2643,1.1448,1.0944,0.2621,0.5012,0.0494,-1.3162,-1.1549,-0.8997,-0.7823,-0.0812,-0.9778,-0.1744,0.3572,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,609.2849,597.3111000000001,598.4150000000002
1,2.7697,1.9522,1.1793,2.3512,1.2943,-0.0996,-0.1056,-0.0697,-0.2888,-0.6576,1.0832,0.2048,0.0054,-1.3412,0.1067,0.6134,-1.1311,-0.043,0.6012,-0.6583,0.1956,-0.6545,0.1097,0.5454,0.1869,-0.144,-0.4347,-1.1549,-0.3184,0.7703,0.1264,0.6261,0.0968,1.8324,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,641.9132999999998,580.9458,563.6630000000001
2,0.9426,-0.2159,-0.1357,1.2248,0.3875,0.0127,-1.0985,0.795,1.6524,1.0346,2.0345,-0.3082,0.0544,-0.3302,-0.166,0.6134,-1.6391,1.3521,1.206,1.0844,0.7871,1.8164,0.4637,1.7411,1.2386,0.7251,1.4751,-0.172,0.9423,-0.7823,0.5854,-0.9778,1.4601,0.8913,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,573.5735000000002,502.30059999999986,516.7000999999998
3,-0.6207,-0.2771,-1.0752,-0.4267,-0.349,-0.2204,-1.0985,1.5959,1.9717,0.2169,-0.6495,1.314,0.3189,0.6153,0.1915,-0.2934,1.5844,-0.2309,-0.9391,0.0281,-0.2047,-1.4028,0.4637,-0.523,-0.5928,-1.0583,-0.5589,-0.2861,-0.6869,1.1211,0.1119,1.9988,1.4601,0.716,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,517.8524,521.9634,460.82613999999984
4,-0.0068,0.119,-1.4469,0.0721,-0.1536,-1.0727,-1.3543,1.5959,0.2705,1.0346,0.7767,0.7015,1.8202,0.5102,0.4572,0.9478,-1.023,1.563,1.6762,1.0844,0.4352,0.5493,-1.8939,1.0763,0.1038,1.6219,-1.2137,-0.3896,-0.1642,-0.7823,-0.3723,-0.9778,-1.4728,-0.7914,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,606.0296000000002,515.3353,500.12667999999985
5,-0.2896,0.269,0.0477,-0.542,-0.1536,0.6934,0.1222,0.409,0.4992,1.0346,0.871,0.6259,1.8202,-0.62,2.0073,1.8245,-1.023,1.563,0.6012,-2.5375,0.1956,1.8164,0.4637,-0.6723,1.2386,-0.0328,0.2342,-1.1549,-0.1939,-0.7823,0.3652,0.2662,0.2691,0.7182,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,576.1993,537.6613,550.9415399999998
6,1.0285,0.0082,-0.1357,1.0681,0.135,0.3252,0.1222,0.8207,1.2826,-0.6576,0.1026,-0.909,-1.0499,-0.7358,-1.4494,0.6797,-1.6391,1.4734,-0.5107,0.4667,0.6314,0.9982,0.052,0.147,-1.6203,-0.8579,0.8753,-0.2861,-1.385,1.1211,1.0104,-0.2917,1.4601,1.1468,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,546.0253,573.0372,529.9142800000002
7,0.7794,0.2836,1.1793,1.0603,1.2943,-0.3709,-0.849,0.409,0.8232,1.0346,-0.0424,-0.3971,-1.0493,1.1469,0.7368,0.6797,-0.9181,0.0866,0.6012,1.0844,0.7871,1.1448,-0.4342,1.7411,1.2386,1.217,1.8524,0.5881,0.6818,-0.7823,0.208,-0.0535,1.4601,-0.2867,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,554.5563,509.9338,478.41574
8,0.6161,-0.3471,-0.1357,0.9062,0.3875,0.8628,0.1222,0.409,0.5206,1.0346,1.1945,0.4522,1.8202,1.0741,1.323,0.9888,1.3195,0.6912,1.3256,1.0844,0.1956,0.6291,0.052,1.7411,0.1869,0.7872,0.3468,1.0904,0.9683,-0.7823,0.0771,0.2662,0.3419,1.3021,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,487.9661,499.6684,477.81309999999985
9,0.3174,1.9522,1.1793,-0.3104,-0.1536,0.9523,0.1222,-0.663,-0.7816,-0.6576,0.7843,0.3485,-0.0424,1.1884,2.0073,0.1744,0.3686,-1.1126,1.2992,-1.4117,-0.5707,1.8164,-1.8939,0.2621,1.2386,1.1262,0.8347,-1.1549,-0.6564,-0.7823,1.0104,1.9988,-0.164,0.0174,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,589.4993000000002,576.4603,598.0004799999998
10,1.0771,1.9522,1.1793,0.3813,0.0595,1.6946,1.2374,1.2658,1.2958,0.2127,-0.0424,0.7015,0.7198,1.0419,0.1067,0.1744,0.7743,2.0378,1.3256,-1.1507,1.2643,1.1448,1.8905,-0.1652,-0.5928,2.3693,0.9703,-1.1549,-0.6913,1.1625,0.9151,0.677,0.027,1.2676,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,604.2965,552.1812,548.7717199999997
11,-0.3999,-0.4233,0.1806,-0.5258,-0.044,0.1372,-1.4439,1.2421,0.9567,1.0346,0.4922,1.314,1.8202,-0.62,-0.5786,0.1744,-0.3253,0.6912,0.6012,-0.6583,-0.9792,-0.1015,-0.687,0.2621,0.5012,-0.0614,-0.4347,0.5881,-0.3184,-0.7823,-0.0117,-0.9778,-1.4728,0.5697,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,412.62550000000016,448.0757,421.64565999999985
12,0.2968,1.9522,1.1793,-0.3546,-0.3918,0.9908,0.1222,0.409,0.7192,1.0346,1.0573,-0.2023,0.2329,1.3517,0.5464,0.9888,-0.6555,-0.2309,1.6762,1.0844,0.3709,1.8164,-0.3799,0.2621,1.2386,-0.5182,1.4751,-0.1731,0.3241,-0.7823,0.7014,1.9988,-1.4728,-1.1779,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,586.0486999999998,608.863,581.34734
13,1.948,0.119,1.1793,1.2248,0.6901,0.5915,1.8839,-1.0064,-0.7816,-0.6576,0.5409,-0.2327,0.6525,1.4882,0.3669,0.1744,-1.6391,0.6912,0.6012,-1.6139,0.1956,-1.071,-1.4869,1.7411,-0.3236,1.59,1.1969,0.4636,-0.2799,-0.7823,0.695,1.9988,-1.4728,1.8030000000000002,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,556.3939,550.8384,513.21164
14,0.9114,0.686,1.1793,0.4937,0.6901,1.4712,0.6632,-0.1817,0.7192,1.0346,-0.4773,-0.0037,1.8202,1.2234,0.7339,1.8245,-1.023,2.0378,0.6012,-1.4003,-0.5229,1.8164,1.8905,1.0763,0.5012,0.7872,0.5761,-1.1549,0.3349,-0.7823,0.695,1.9988,-1.4728,1.3072,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,573.2869999999999,592.8574000000001,550.67008
15,-0.1662,-0.1916,-0.1357,-0.234,-0.349,0.9069,-0.2195738865904065,1.3688,-0.6451,0.5029,0.871,1.314,0.6525,2.0871,-0.5786,1.8245,-0.1653,-0.043,0.6012,0.0281,-1.1146,0.9982,0.855,1.1963,-1.0127,-1.052,1.8524,0.1265,-0.5613,-0.7823,-0.0812,-0.2917,0.3419,0.7384,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,532.1705,560.0708,518.4163400000001
16,-1.2598,-0.4738,-0.6947,-1.3991,-2.0184,1.4712,0.1222,-0.0697,1.4221,0.2169,-0.0424,-1.1481,0.373,0.7551,-0.5754,-0.2934,-0.1625,0.202,0.6012,0.4626,0.7871,1.1448,0.4637,-0.569,1.2386,0.7872,0.1447,-0.5252,0.0255,-0.7823,0.146,0.3847,-0.2775,-0.7561,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,581.6269,608.6946,603.9831600000001
17,1.8407,1.9522,-0.1357,1.1958,0.3875,0.7546,1.0657,0.409,0.7192,1.0346,-1.4132,-1.7803,-0.8338,-0.7395,-1.601,-0.2934,-1.256,-0.6142,0.6894,-1.6139,2.0054,0.9982,0.855,-0.6723,0.6502,-0.172,-1.0565,0.5881,-1.1336,0.1462,0.4259,-0.2917,0.9416,1.7576,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,643.5797999999999,634.7234000000002,612.1884600000002
18,-0.1931,-0.5721,-0.6947,0.0242,-0.349,1.0123,-1.0985,0.9065,1.1904,-0.6576,0.871,-0.2023,-0.8332,0.5102,0.4572,-0.2934,-0.696,0.6912,0.6012,-0.6583,-0.2047,0.6291,0.1097,-0.267,1.2386,-1.0677,1.4751,0.5881,-0.6686,-0.7823,0.0243,1.9988,1.4601,0.252,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,551.6871,559.6057,537.38602
19,-1.4134,0.0644,-0.9779,-1.395,-1.7005,0.9324,0.1222,-0.1817,-1.272,1.0346,1.1945,1.314,-0.0706,0.1463,-0.363,1.8245,-1.6391,1.0326,1.206,1.0844,-0.0326,1.1448,0.9109,-0.9827,1.2386,1.111,1.4751,-1.1549,0.6818,-0.7823,1.0104,0.2512,-0.7697,0.2106,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,644.2017,596.3882,564.8491
20,1.0267,0.686,1.1793,0.4058,1.2943,1.2316,0.1222,0.409,2.0692,1.0346,0.7843,0.385,0.2336,-0.62,0.4572,0.1744,-0.3253,-0.769,1.6762,-0.6583,-0.3907,1.8164,1.3423,0.2621,1.2386,0.7396,0.3468,0.1265,-0.5707,-0.7823,0.1575,1.1698,-1.4728,1.4132,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,599.0418,609.9894999999998,599.9518400000002
21,-0.81,-0.2771,1.1793,-1.0499,-1.146,0.6934,0.1222,1.2658,0.8232,1.0346,1.1945,0.7015,0.6525,0.5102,0.7368,0.8674,0.7743,2.0378,-0.9391,-0.6583,-0.5707,0.9982,-0.3498,1.7411,1.2386,0.3858,0.4317,-0.2861,0.0348,-0.7823,0.695,0.2662,-1.4728,0.3175,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,594.7937999999998,629.268,529.2056200000001
22,0.0294,-0.0667,1.1793,-0.2761,-0.3918,1.1891,0.1222,-0.0697,0.2705,-1.58,-0.0424,0.1155,-0.5338,-0.0073,-1.0467,0.1744,-1.256,2.0378,-0.5107,1.0844,0.4352,1.1448,1.3423,-0.6723,-1.3186,-0.8738,1.8524,-0.6615,-1.866,1.4093,0.1264,-0.2917,0.3698,0.8831,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,614.5272000000001,631.6165000000002,632.4105599999999
23,-0.2438,0.0082,-0.1357,-0.5893,-1.485,0.0995,-0.825,0.409,1.6524,0.2169,0.6019,-0.9734,-0.5522,-0.3302,0.3695,1.8245,-1.256,0.6912,0.6012,-0.6583,-0.2661,1.1448,1.8905,0.2621,1.2386,1.5024,1.1101,-0.0794,-0.3184,-0.7823,0.695,0.4595,0.4528,0.7086,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,509.46240000000006,517.7330000000001,522.5658599999998
24,-0.7617,-0.0782,-1.3835,-0.4217,-0.7308,-0.4868,-1.1806,1.6792,0.2705,0.0224,1.4424,-0.0348,0.4854,0.5102,0.8329,0.9888,-0.0363,-0.043,0.6012,0.4667,-2.345,-1.7067,-1.1597,-1.3539,-0.5928,0.3858,-0.4347,-0.0767,-0.5707,0.2907,0.3355,-0.2917,-0.4913,0.5184,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,476.093,498.6496,431.42253999999986
25,0.3031,-0.2159,1.1793,-0.3203,0.4826,-1.0727,-1.4704,1.6792,1.6524,-1.2947,-0.9253,0.1597,0.2329,0.2464,0.4572,-0.3689,1.251,-0.6142,-0.2119,-1.6224,-0.2047,-0.1015,1.8905,-1.1437,-1.3186,-1.4832,-1.7101,-1.1549,-1.5863,0.7703,0.146,-0.0726,-0.3885,0.462,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,528.212,529.2947999999999,505.00718
26,0.2769,-0.4233,1.1793,0.3031,-0.1536,-0.0573,-0.2195738865904065,0.409,0.2705,0.3622,-1.6117,-0.8998,-1.0988,-0.62,-0.1687,-1.1545,0.5121,0.0866,-0.5358,-0.6583,0.4352,1.1448,0.4637,0.147,0.5012,-0.0328,-0.9149,0.5881,-0.7683,-0.7823,-0.0928,0.3463,1.4601,0.4509,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,500.9725,504.64,489.86237999999986
27,-0.5202,0.063,1.1793,-1.1793,-0.5986,1.7513,1.2374,-0.0362,0.7323,1.0346,2.0345,1.314,1.1049,2.0871,0.1941,1.1908,-1.1311,0.552,0.6012,1.0844,0.4352,0.9982,0.8794,0.147,1.2386,1.0615,-0.094,-0.6615,0.4846,-0.7823,0.36,0.2662,0.2837,0.5684,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,658.4719,605.253,614.27636
28,0.47,-0.3751,1.1793,0.1975,0.0595,1.0781,0.6632,-0.0697,0.8232,1.0346,0.2621,0.2148,0.8667,0.6463,0.1041,0.8874,0.2682,0.6912,0.6012,1.0844,0.3709,0.5693,-1.2319,-0.7233,-0.5928,0.4152,-0.4347,-0.3896,0.1008,-0.7823,1.0104,-0.2917,0.2691,0.7401,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,642.0098999999999,631.6186,610.6985599999999
29,0.4521,0.3619,-0.1357,0.3031,-0.349,0.3568,-0.849,0.409,1.2958,-0.6576,0.2108,-0.6262,-1.3309,0.2432,-2.2652,-0.5905,-1.6391,0.202,0.6012,-0.6583,0.3709,0.487,1.8905,-0.3121,0.5012,0.7657,0.1123,0.5881,-0.1843,1.0457,-0.3723,-0.1473,0.2691,1.0885,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,610.7526999999999,601.7547999999998,542.2303200000001
30,1.5472,-0.2788,0.0477,2.55,3.601,0.5793,0.1222,-0.0697,1.4885,-0.6576,-0.8879,-0.3971,-0.2546,0.5102,-0.5786,-0.6413,-0.3253,0.6912,0.6012,-0.6583,-0.5707,1.8164,0.4637,0.2621,-1.3186,-0.0614,-0.4347,-0.6615,-1.0394,1.4721,1.0104,-0.9778,1.4601,1.0588,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,564.4408000000002,515.6966,567.56488
31,0.6877,0.119,1.1793,0.2681,-0.6231,0.3746,-0.4089,0.5082,1.0558,1.0346,0.3529,-0.3262,0.8667,1.5391,0.3695,1.2403,0.0403,0.8711,1.206,0.443,-0.2047,1.1448,0.052,0.8126,0.1869,-0.4298,1.4751,-1.1549,-0.4794,-0.7823,0.4259,0.677,-1.4728,0.6876,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,532.101,547.5735999999998,514.98926
32,0.5469,0.686,1.1793,-0.0254,0.0595,-0.1542,0.1222,0.8207,2.2999,1.0346,0.2108,-0.5575,-0.435,-0.3335,2.0073,-0.8547,-0.0363,1.3521,0.6012,-0.6506,1.2643,1.8164,1.8905,-0.6723,1.2386,2.3693,1.8524,-0.6615,0.9303,-0.7823,0.695,-0.2917,-0.7697,-0.0933,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,627.7319,594.4186000000002,581.5717599999998
33,1.0694,-0.2159,1.1793,0.9062,0.6901,1.9404,0.8214,-0.0697,0.8232,0.2169,-0.0424,-1.3684,-1.0988,-2.3003,-0.5786,-0.6414,-1.256,2.0378,-0.9391,-1.1638,0.4352,1.1448,1.4083,-0.267,-0.5928,1.111,-0.8444,1.3527,-0.9156,3.8591,1.3235,-0.0535,1.4601,1.4865,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,577.5669,544.7244,535.3672000000003
34,0.3601,-0.0667,-0.1357,0.4555,-0.112,0.0674,-0.7391,0.795,1.0453,1.0346,-0.0424,-0.0348,1.8202,0.5102,0.4546,0.6797,-0.3253,-0.043,1.6762,0.0042,-0.9792,1.1448,0.4637,-0.3121,1.2386,-0.0614,-0.4347,-0.3887,0.6678,-0.7823,-0.0381,-0.9778,1.4601,0.9081,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,541.4043,505.09750000000014,489.01657999999986
35,1.1898,1.9522,1.1793,0.5406,0.333,0.5572,0.0523,0.795,-1.272,1.0346,0.4922,1.314,-0.4344,1.0741,0.4572,1.8245,-0.9181,1.2903,1.6762,1.0844,0.4352,1.8164,0.052,1.348,1.2386,1.6219,0.9703,-0.08,0.0348,-0.7823,1.5272,-0.9778,0.2691,0.8361,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,586.2430999999998,587.1336,544.4260200000001
36,-0.1345,-0.3471,0.031,-0.2202,-0.1536,-0.4042,-0.5196,0.0755,1.6524,1.0346,-1.0918,0.298,-0.1348,-0.62,-0.0818,-0.4141,-1.256,2.0378,-1.5068,0.4626,-0.1401,1.1448,1.0671,-0.9827,1.2386,1.217,0.676,0.3228,-0.0264,1.1625,-0.4107,0.1289,-1.4527,0.6842,public,Public,29.9111,1346.0,45.0,0.7222,0.0556,0.8778,0.0667,41-45 students,3.0,0.8006,1.0815,-0.0384,0.2266,555.7029,555.6388,494.24042
37,-1.1894,-0.5498,-0.8947,-1.0711,-0.94,0.1649,-0.4089,0.409,0.9672,-0.6576,1.3671,1.314,1.8202,-0.62,-1.601,-1.7468,-0.3253,0.6912,0.6012,1.0844,-0.0326,1.8164,-1.2319,0.2621,0.6502,-0.0328,0.5761,0.5881,0.6818,-0.7823,0.3407,1.9988,-1.4728,-0.5278,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,366.08,369.5811,352.53902000000016
38,-2.5218,-1.7576,-1.935,-2.4281,-1.7005,0.0127,-0.825,0.409,0.2705,0.2127,-0.0424,0.385,-1.3843,0.5102,-0.5786,0.1744,-0.3253,0.6912,0.6012,0.0281,-0.9792,-0.1015,0.4637,0.2621,0.5012,0.3858,0.5761,0.5881,-0.445,-0.7823,-0.132,0.2662,0.2691,-1.7707,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,422.4883,433.3056,392.528
39,-1.4385,-0.7014,-2.0089,-1.0299,-1.2275,0.3252,-0.4419,0.9065,1.6524,-0.6576,-0.3697,-0.5973,-0.0424,-0.3335,-0.2644,0.1744,-0.3253,-0.1532,0.6012,-0.6583,-0.6888,-0.1015,0.4637,-0.1652,1.2386,-0.4684,-0.4347,0.5881,-0.4415,-0.7823,-0.0381,0.3463,0.3419,-1.2061,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,380.0875,424.0223,426.49014000000017
40,-2.6627,-0.5498,-1.7257,-2.7447,-1.9827,-0.2704,-0.825,0.9065,1.6524,1.0346,0.9639,1.314,1.8202,0.1526,0.1093,1.8245,0.1707,2.0378,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.8386,0.5761,1.1253,-0.4586,1.1211,0.1231,1.9787,-1.4803,-2.1965,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,468.4135,434.19209999999987,395.75090000000006
41,-1.8822,-0.7014,-1.5971,-1.6108,-1.2275,-0.9772,0.0523,0.9065,0.9672,-0.6439,-2.7124,0.3485,0.373,-0.3302,-0.2644,-0.2934,-0.9181,1.2186,0.6012,-0.6583,-0.2661,-0.6545,1.8905,0.9759,1.2386,-0.8109,-1.1295,-0.0794,-0.9298,1.5436,-0.3593,-0.9778,-1.4728,-2.024,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,496.82329999999985,506.0015,474.40584
42,-2.1056,-0.3452,-1.6618,-1.7573,-1.5044,0.0495,-0.825,0.3059,0.2705,1.0346,0.2621,0.6259,1.0055,2.0871,0.0183,1.2403,0.2682,-0.6142,-0.5107,0.4626,0.849,1.8164,0.8794,0.2621,1.2386,0.3438,0.4449,-0.3887,-0.1018,-0.7823,0.146,1.9988,-0.4913,-1.9607,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,404.8287,509.2019,445.56002000000007
43,-1.1864,-0.4233,1.1793,-1.6989,-0.3918,0.5935,-0.4089,0.409,0.9672,1.0346,1.4424,1.314,1.8202,1.1847,0.7397,1.2403,0.3686,-0.2309,1.3256,1.0844,-0.2047,1.1448,-0.3799,0.2621,0.5012,0.4392,0.5761,-0.2861,0.3241,-0.7823,0.5998,1.9988,0.3419,-2.5336,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,425.5757,461.2739,453.24854000000005
44,-2.5039,0.2836,-1.7257,-2.9897,-2.2529,-1.2014,-0.1056,-0.524,-0.1632,1.0346,0.0953,1.314,-0.0899,1.0383,0.1915,-0.608,0.2682,1.3521,-0.1855,1.0844,-0.2661,-0.772,-0.4939,-0.9827,-1.0127,-0.144,-0.6331,0.7302,0.1853,-0.7823,0.7152,-0.2917,-1.4728,-2.1259,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,407.8418,366.6136,364.68489999999986
45,-1.7241,-0.7014,0.0477,-2.0858,-1.2176,0.3746,0.1222,0.409,1.6524,-0.6576,2.0345,1.314,1.8202,1.4931,1.1813,1.3209,1.458,0.6912,0.6012,1.0844,0.1956,0.5693,0.4637,0.2621,1.2386,0.3858,1.1101,-1.1549,0.0348,-0.7823,0.695,1.9988,1.4601,-1.6149,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,585.3960999999998,534.6149999999999,538.4219400000002
46,-1.8877,-1.7576,0.0477,-2.0985,-1.2176,0.3214,-1.3543,1.3688,1.2958,-0.6576,0.9207,0.3485,0.5845,0.7904,-1.4494,0.1744,-0.99,-0.2309,0.6012,-0.6583,-1.1146,0.1187,1.0671,-0.569,1.2386,-1.0445,0.0337,-1.1549,-0.5665,-0.7823,0.1345,1.9988,-1.4728,-2.8304,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,522.3501999999999,517.6501999999998,491.2694600000003
47,-1.7549,-0.1795,-1.0527,-1.7099,-1.7779,0.253,-0.4089,0.409,0.2705,-0.6576,0.7843,0.385,-0.5072,0.0236,0.4546,0.6797,-1.256,0.202,0.6012,0.0083,-0.5707,0.487,0.4637,0.2621,0.5012,0.3858,-0.2151,0.1265,0.0834,0.2907,0.695,1.9988,-0.7697,-1.6936,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,383.7384,461.27530000000013,446.73544000000015
48,-0.8088,-0.5498,0.0477,-1.0104,-0.1536,-0.5262,0.1222,0.9065,1.6524,1.0346,-0.4003,1.314,1.8202,2.0871,0.3721,1.2403,-0.1653,0.6912,0.6012,1.0844,0.1956,1.8164,0.19397721335269227,-0.0193,0.5012,-0.0328,0.7181,0.1265,-0.7814,1.4721,0.5998,1.9988,-1.4728,-0.8598,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,462.6076,535.5915,489.66375999999985
49,-0.7701,-1.0325,-0.6947,-0.7794,-0.112,-0.4389,-0.5196,0.5371,1.0453,0.2127,-0.6495,-0.2327,0.4861,1.0419,-0.5819,0.6134,1.3195,1.2186,0.6012,0.4626,-0.9792,-0.7233,0.8794,0.9269,0.7301,-0.4298,-0.2151,1.2675,-0.3184,2.0051,0.695,1.0509,-0.1744,-0.485,public,Public,19.993,2859.0,143.0,1.0,0.6503,0.3497,0.0,36-40 students,3.0,1.2478,1.0815,-0.3925,-0.1662,411.5522,460.1575,413.71493999999984
