,homepos,cultposs,hedres,wealth,ictres,joyread,screadcomp,screaddiff,pisadiff,emosups,disclima,teachsup,dirins,stimread,adaptivity,teachint,perfeed,percomp,percoop,attlnact,compete,workmast,gfofail,eudmo,swbp,resilience,mastgoal,discrim,belong,beingbullied,infocar,infojob1,infojob2,escs,privatesch,schltype,stratio,schsize,totat,proatce,proat5ab,proat5am,proat6,clsize,creactiv,edushort,staffshort,stubeha,teachbeha,math,scie,read
303,-1.4443,-0.2788,-0.9855,-1.5779,-1.1562,0.1372,-0.5485,1.2421,0.2705,-1.5824,-0.0424,-1.1481,-1.0988,0.5102,0.4572,0.1744,0.7743,0.6912,0.6012,-0.6583,0.1956,1.8164,-0.687,0.2621,-1.8489,-1.4832,-0.4347,0.5881,-0.9879,2.07,-0.6764,-0.9778,1.4601,-1.6489,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,388.7111,384.0289,283.65322000000003
304,-1.3335,-0.5721,-1.1515,-1.3692,-0.6231,0.5793,0.1919,-0.524,-0.4593,1.0346,0.627,1.314,0.5845,1.4931,0.8329,1.2662,1.251,2.0378,1.0891,0.4667,1.2643,-0.0039,-0.729,1.0763,0.6502,-0.7773,0.2668,1.2261,-0.0411,1.4545,2.2501,1.9988,-1.4728,-1.2762,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,344.67400000000004,417.7332,365.07944
305,-2.1609,0.1201,-1.956,-1.8486,-2.1907,0.2641,-1.0753,-1.8876,-1.272,1.0346,-0.297,1.314,1.8202,2.0871,2.0073,1.8245,2.0165,0.6912,1.6762,1.0844,0.411,1.0596,0.052,1.7411,1.2386,2.3693,1.8524,0.5881,-0.332,-0.7823,0.9138,0.6261,0.3508,-1.4836,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,400.2745,403.5693,328.8850000000001
306,-2.6364,-1.7576,-4.4106,-1.7296,-2.1907,0.1372,-0.9323,1.3215,1.7413,-1.5824,-0.0424,-0.1719,-0.3733,-0.62,-0.5786,-1.0615,-0.3253,0.0866,-0.9391,1.0844,0.1956,-0.1015,0.4637,-0.267,-1.6203,-0.0614,0.3468,1.2261,-0.9879,-0.7823,0.7014,1.1681,1.3792,-1.939,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,343.737,302.95599999999996,286.7683800000001
307,0.0048,0.506,-0.1357,-0.093,-0.349,0.1372,0.1222,0.5598115375273415,1.6524,0.3622,-0.0424,-1.1481,-1.0988,0.5102,0.4572,0.1744,0.2012,0.202,-0.2119,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,-0.094,1.1929,-0.9879,0.7703,1.5272,1.9988,-1.4728,0.8727,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,428.0545,312.9577,285.76993999999996
308,-1.4912,-1.7576,-1.8813,-0.8924,-1.4171,0.3795,-0.825,1.2421,-1.272,-0.07637374166161623,-2.7124,1.314,0.3189,0.0236,-0.363,-2.2177,-1.6391,0.3674,-2.1428,1.0844,-1.2263,-0.7233,-0.687,0.8126,0.33990844574068835,-1.484,-0.4347,3.1825,-0.9879,0.1363564027727129,1.5272,1.9988,-1.4728,-1.2176,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,302.1501,342.6865,270.36508
309,-0.0811,-0.2159,-1.3525,-0.2769,-0.14,-0.1628,0.1222,1.2421,1.6524,-0.6576,-1.7946,-0.0348,0.5845,0.7551,0.3721,-1.0615,0.7743,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,-0.4347,1.7356,-0.9879,2.07,-1.9166,1.9988,-1.4728,0.0205,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,349.04050000000007,349.6941,265.51632
310,-2.0051,-0.5498,-1.3904,-1.969,-1.7779,0.3252,-1.0985,2.101,2.5529,-0.6576,0.6499,1.314,0.6532,2.0871,-0.363,1.8245,1.1537,0.6912,1.6762,1.0844,-1.1146,1.8164,0.855,1.7411,-1.1889,2.3693,0.5761,0.5881,-0.1769,-0.7823,0.7014,1.9988,-1.4728,-0.4445,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,370.2454,351.01290000000006,353.07892000000015
311,-2.9848,-1.7576,-2.4101,-2.4692,-2.1907,-0.1162,-0.825,-0.0697,1.2958,-1.3939,-0.3031,0.4522,0.2329,-0.8885,0.4572,-0.5905,0.0728,-0.1532,-0.5107,-1.1534,0.1956,-1.071,0.052,0.2621,-1.1889,-0.8277,-0.9149,0.5881,-1.0013,0.8233,0.564,1.2572,-0.5944,-2.2292,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,284.27099999999996,354.59960000000007,255.93994
312,-0.4657,-0.5721,-0.9302,-0.1517,-0.6231,0.1539,1.2374,1.5959,1.9717,-0.6576,-0.8527,1.314,0.1509,0.1808,-0.4708,0.9278,0.4755,1.3521,1.6762,0.0281,0.1956,0.487,0.4637,1.348,1.2386,0.8236,1.8524,2.207,-0.253,-0.7823,1.5272,1.9988,-1.4728,-0.4961,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,313.1529,260.3808,265.4727
313,-0.1661,0.3963,1.1793,-0.5621,-1.47,0.2641,1.8839,2.7752,0.9926585475266164,1.0346,-2.7124,1.314,1.8202,-2.3003,-2.2652,-2.2177,-1.6391,2.0378,1.6762,1.0844,2.0054,1.8164,1.8905,1.7411,1.2386,2.3693,1.8524,3.1825,-1.2605,3.8591,2.2501,1.9988,-1.4728,-0.2291,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,394.17059999999987,378.7496,290.03208
314,-2.0658,-1.7576,-1.2622,-1.9288,-1.8141,-0.2704,0.1222,0.409,1.6524,-0.6576,-0.0424,1.314,1.8202,2.0871,2.0073,0.1744,2.0165,0.6912,0.6012,0.0042,0.1956,-0.1015,0.4637,0.2621,-0.5928,-0.0614,0.5761,-0.6615,-0.3184,-0.7823,-1.9166,1.9988,-1.4728,-1.6968,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,373.8343,432.5192,369.13542
315,-1.1062,-0.4233,-0.8532,-1.1899,-1.47,-0.2008,-0.7391,-0.0697,-1.272,-0.6576,0.2377,1.314,1.8202,0.7904,0.1941,0.1744,-0.3253,0.6912,-0.4213,1.0844,0.1956,-0.1015,0.4637,0.2621,-1.1889,-1.0583,-0.4347,0.5881,-0.9156,0.2907,-0.4184,-0.9778,1.4601,-1.7376,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,305.0078,358.7983,309.56155999999993
316,1.1172,0.686,1.1793,1.2492,0.5236,0.1372,0.1222,1.2421,0.8232,-0.6576,0.4922,1.314,1.8202,0.2751,-1.4537,-1.0615,-0.3253,0.6912,-0.4213,-2.5375,-0.2047,-0.1015,-0.687,1.243,1.2386,-0.0614,1.8524,0.5881,-0.9879,-0.7823,2.2501,1.9988,-1.4728,0.0231,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,329.9475,340.5174,306.15436
317,-1.3997,-0.3471,-1.9183,-1.1899,-1.7005,0.1372,0.1222,1.2421,1.1904,-1.1847,1.1945,1.314,1.8202,-0.62,2.0073,-0.3689,-0.3253,-0.043,-0.9391,-1.1664,0.1956,-0.772,0.4637,0.2621,1.2386,-0.0614,-0.4347,0.5881,-0.9879,-0.7823,-0.1109,-0.9778,1.4601,-1.5662,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,310.716,348.3321,311.57144
318,-2.0145,-1.7576,0.031,-2.3149,-1.8064,0.523,0.1222,-0.1817,1.2958,-0.6576,0.7843,1.314,0.6532,1.1884,0.1915,0.5665,-0.507,-1.0299,-2.1428,-0.6583,0.1956,-0.1015,-0.3799,0.2621,1.2386,-0.0614,0.5761,0.5881,-0.6659,0.2907,1.0404,1.1698,-0.5045,-2.8841,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,368.6187000000001,332.22349999999994,360.17943999999994
319,-1.6615,-0.4233,-1.0752,-1.8493,-1.2275,0.1372,-0.5485,0.5082,1.0453,-0.6576,-0.9647,1.314,0.2329,-0.0716,-0.5786,-0.8687,-0.3253,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.4909,-1.3162,1.5785,-0.9879,0.1462,-1.0956,1.9988,1.4601,-1.8389,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,327.2742,413.083,343.3514600000001
320,-0.7466,-1.0325,-1.5971,-0.5272,-1.2275,-1.0096,-2.4403,-0.2482,3.0064,-1.5847,-1.7946,1.314,1.8202,0.5102,0.4572,-0.6895,1.0514,-0.4686,0.6894,-1.1816,-0.6888,-0.0039,0.176,0.5454,1.2386,2.3693,1.8524,1.3398,-0.6354,1.8016,2.2501,-0.2917,0.0116,-0.45299999999999996,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,418.2009,310.6597000000001,286.55480000000006
321,-2.0115,-1.7576,-2.4101,-1.4445,-1.7779,0.1372,0.1222,1.2421,1.6524,-0.6576,0.3529,-0.4171,-1.0988,2.0871,0.4572,0.1744,2.0165,-0.6142,0.6012,-1.6139,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,1.7356,-0.6659,2.07,0.3705,0.7998193008370705,-0.2427669005416078,-1.6962,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,324.1688000000001,244.26270000000005,238.37972
322,-2.229,-1.7576,-1.3835,-2.1089,-1.7005,0.2772,-0.2195738865904065,2.101,2.21,-0.6576,0.4221,0.7015,0.7198,-0.0999,0.1067,0.1744,-0.3253,0.6912,1.206,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.2342,1.7356,-0.9879,1.1625,0.5722,-0.9778,1.4601,-1.655,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,408.59850000000006,342.0017,308.88922
323,-2.8555,-1.0325,-2.4101,-2.4692,-2.1907,0.1372,-0.4419,1.2421,1.2958,-0.6576,-0.0424,-0.5488,-0.0424,-0.3335,0.1041,0.1744,0.7743,0.202,0.6012,-0.6583,-0.2047,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,1.2163,-0.9879,-0.7823,0.4259,1.9988,-1.4728,-2.031,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,298.7632,286.4891,269.87370000000004
324,-1.252,-0.7014,-2.2417,-0.8448,-1.7005,-0.5925,-1.0985,1.2421,1.6524,-0.6576,-0.8879,1.314,0.5837,0.2783,0.4572,-0.6413,0.2012,0.6912,0.6012,-0.6583,-0.2047,-0.1015,0.4637,0.2621,0.5012,-1.0586,-0.2151,0.5881,-1.0499,2.07,-1.9166,-0.9778,-1.4728,-1.3663,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,390.5878,361.0512,343.68700000000007
325,-2.2762,-0.5498,-1.0527,-2.4721,-2.3112,0.2772,-0.2195738865904065,1.6792,1.1904,0.2127,-0.2639,1.314,1.8202,2.0871,-0.5786,0.6134,-0.3253,0.0866,1.0891,0.0042,0.1956,0.9982,1.1422,0.2621,1.2386,0.3611,0.5761,1.0428,-0.9879,1.5082,-1.0605,0.3463,0.0876,-1.0197,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,301.7651,334.4181000000001,305.6965600000001
326,-0.4625,0.506,1.1793,-0.8924,-1.1248,0.0127,-1.6796,-1.8876,0.2705,-2.4468,-0.0424,-1.1481,-1.0988,-2.3003,-1.601,-0.3689,-0.3253,-1.9892,-2.1428,1.0844,-2.345,-2.7365,-1.8939,-2.1464,-1.8489,-2.2026,-1.0993,-1.1549,-1.2605,-0.7823,0.1964,-0.6566,-1.079,0.1153,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,276.8405,313.0865,274.31
327,-2.1181,0.1645,-1.25,-2.0826,-1.9751,0.228,0.1222,1.2421,1.6524,-0.07637374166161623,-2.7124,1.314,1.8202,2.0871,-1.4494,0.1744,-0.99,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.4637,-0.3121,1.2386,0.0339,0.1123,1.1,-0.976,0.1363564027727129,-0.0117,1.9988,-1.4728,-0.546,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,303.129,340.0289,275.48536
328,0.3704,0.119,1.1793,-0.0245,-0.3918,0.385,0.1222,1.2421,1.6524,0.6364,-0.8654,1.314,1.8202,0.7551,0.7397,1.8245,1.5844,1.2186,1.0891,0.0083,0.1956,-0.1015,0.8794,1.348,0.6502,0.8496,0.8347,3.1825,-0.8618,1.4721,-0.0041,1.9988,-1.4728,0.1814,public,Public,19.8261,1596.0,80.5,1.0,0.6025,0.3851,0.0124,41-45 students,0.0,2.455,0.8371,0.8153,-1.419,307.7011,333.41420000000005,320.0003200000001
329,-1.3249,-0.046,-1.3216,-1.3326,-1.6452,0.4104,-0.4089,0.409,1.1904,1.0346,0.0953,0.7015,0.4854,0.3716,0.1941,0.9684,0.1707,-0.2309,-0.5358,0.0042,0.2653,0.9982,0.4637,0.8126,1.2386,-0.7622,1.1969,-0.6615,-0.1596,-0.7823,0.4475,-0.2917,0.0116,-1.3022,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,484.5728,303.9786000000001,330.93662000000006
330,-2.3909,-0.3452,-1.6291,-2.2927,-1.9827,0.5046,0.1222,0.9065,1.6524,-0.6576,1.2471,0.7015,1.8202,0.5102,0.7397,0.1744,1.1225,-0.2309,-2.1428,0.4667,-0.5707,-0.1015,0.1097,-0.1652,1.2386,-0.547,0.5761,1.4245,-0.445,-0.7823,-0.0117,1.9988,-1.4728,-2.2046,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,479.4,409.8214,410.02872000000013
331,-2.5191,0.3963,-1.9645,-3.0627,-2.3112,0.6575,0.1222,1.2421,1.6524,-0.6576,-0.0424,-0.2023,1.8202,-0.62,-0.5786,-0.3689,-0.3253,-0.6142,-0.9391,-0.6583,0.02714646183621714,-0.1015,0.4637,0.2621,-0.5928,-0.0614,-0.4347,0.5881,-0.6659,1.1625,2.2501,-0.9778,1.4601,-2.2943,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,473.7246000000002,471.6781,415.82914000000005
332,-2.5586,-1.0325,-2.2894,-2.2813,-1.8646,0.7178,-0.5485,0.795,1.6524,1.0346,-0.0424,1.314,0.5845,-0.0999,2.0073,0.5665,0.6796,-1.558,0.9747,1.0844,0.4352,1.1448,1.1422,1.7411,1.2386,0.8352,1.8524,-0.0794,0.6678,0.2907,0.1345,1.9988,-1.4728,-2.0803,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,549.2753,480.1999,450.26258000000007
333,-1.6992,-0.5498,-1.3835,-1.3973,-1.8141,0.2641,0.6994,1.5715,1.6524,1.0346,-0.0424,1.314,1.8202,-0.62,-0.5786,0.1744,-0.3253,1.2186,0.6012,1.0844,0.1956,0.487,0.4637,1.243,-0.5928,1.1651,0.1123,1.8961,-0.9879,2.07,2.2501,0.7224,0.0116,-1.9119,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,376.5031,364.42400000000004,323.65496
334,-1.9015,-0.1916,-1.6291,-1.6758,-1.8141,-0.0463,-0.5485,0.9065,0.9926585475266164,-0.6576,-0.0174,1.314,-0.2822,0.0205,2.0073,0.1744,2.0165,0.6912,0.6012,1.0844,0.3709,-1.3692,0.4637,1.7411,1.2386,1.217,-0.2151,1.7356,-0.8273,3.8591,2.2523,1.9988,1.4601,-2.3553,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,389.6771,464.6176,376.78501999999986
335,-1.8712,-1.0325,-1.6291,-1.3138,-2.1907,-0.2704,0.1222,1.2421,2.21,0.6402,0.6682,-1.1481,-1.1487,-0.3302,-0.5786,-1.6837,-0.9181,0.2865,0.6012,0.0083,0.7871,-0.1015,1.4083,1.7411,0.5012,1.5024,0.1123,1.2163,-0.9156,1.1625,-0.2226,1.3905,-0.7697,-3.2322,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,445.6318,363.5687,306.31124
336,-3.3009,-0.3452,-1.935,-3.8936,-3.768,0.8306,0.1222,0.9065,1.6524,-0.6576,2.0345,1.314,1.8202,2.0871,2.0073,1.8245,0.1707,0.6912,1.6762,1.0844,2.0054,1.8164,0.4637,1.7411,-0.5928,-0.0614,0.5761,1.7356,-0.8596,-0.7823,-0.6693,1.9988,-1.4728,-2.9476,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,399.0738,405.7168,345.82628
337,-1.6656,0.4434,-1.3835,-1.8484,-1.7779,0.205,-0.5485,0.409,1.6524,0.5029,-0.0424,-0.2023,-0.0424,-0.0999,-0.5786,0.1744,-0.3253,-0.2309,-0.3047,0.0083,-0.2047,0.5693,0.4637,-0.3121,-0.5928,-0.0328,0.5761,0.5881,-0.0358,0.2907,0.695,0.2662,-0.5045,-1.5004,public,Public,19.2857,405.0,21.0,1.0,0.619,0.381,0.0,21-25 students,1.0,1.4783,1.5352,-0.6744,0.1274,509.106,493.7735,459.05668000000014
338,-2.711,-0.7014,-1.3835,-2.8546,-2.3112,0.523,0.8214,1.2658,2.4403,0.6402,-0.9647,-0.2441,0.2649,0.2783,-0.1687,-0.3689,0.2012,-0.1532,0.6012,0.443,1.2643,0.5693,1.4083,1.1963,1.2386,0.6882,1.1101,-0.1731,0.4799,-0.7823,1.0491,1.0509,-1.4728,-2.6979,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,465.6576,432.4166,457.66650000000016
339,-2.9934,-1.7576,-3.0862,-2.4422,-1.9827,0.0127,-1.0985,-0.0697,0.2705,-0.6576,-0.0424,0.7015,1.8202,0.7551,-0.2644,0.1744,-0.7784,-0.6142,-0.9391,-0.6583,-0.5707,-0.1015,-0.13,0.2621,1.2386,-1.2865,-0.4347,1.7356,-0.9879,-0.7823,-0.7602,-0.9778,-1.4728,-2.4596,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,428.5021,444.34190000000007,385.78804
340,-1.8946,-0.1916,-0.6853,-2.5872,-1.7005,0.2694,0.1222,0.409,1.2958,-0.6576,0.2377,-1.415,-0.8332,0.5102,-0.9282,-0.6414,-1.6391,0.6912,-0.9391,-0.6583,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,0.5881,-0.445,-0.7823,-0.4107,-0.0535,-1.4728,-2.2116,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,486.7932,472.9315,444.05140000000006
341,-2.1504,-1.0325,-0.6853,-2.6572,-1.8141,0.3568,0.1222,0.409,1.6524,-0.6576,1.0573,-0.3673,-0.7598,-0.62,-0.1716,0.1744,-0.3253,0.2865,-0.9391,-0.6583,0.1956,-0.1015,-0.687,0.2621,-0.5928,-0.4684,-0.4347,0.5881,-0.3184,-0.7823,0.4348,-0.9778,-1.4728,-0.1014,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,475.9995,469.3021,424.38306000000006
342,-1.6475,0.3963,-1.956,-1.5716,-1.8141,-0.7553,-0.825,0.409,1.6524,-1.1847,1.0573,-0.2023,-0.0429,0.2464,-0.1716,0.636,-0.3253,-0.1532,-0.3047,-0.6583,0.1956,0.5693,0.4637,-0.3121,1.2386,-0.0614,-0.2151,1.7356,-0.9879,-0.7823,0.3957,1.9988,-1.4728,-2.7288,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,360.458,367.05030000000005,370.9125999999998
343,-3.1881,-0.7014,-2.3391,-3.4186,-2.9116,0.0127,-1.0985,0.795,0.2705,-0.6576,0.9207,-0.2023,-0.2546,-0.62,-0.1687,0.1744,-0.3253,-0.2309,-0.9391,0.0042,-0.9792,-0.1015,-0.13,-0.1652,1.2386,-0.0614,-0.4347,-0.2861,-0.5582,0.2907,-0.8564,-0.9778,1.4601,-3.0693,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,396.2039,438.3414,367.88348
344,-1.6919,0.2028,-0.4511,-2.0015,-1.47,0.1372,0.1222,1.2421,1.0453,-1.0691,0.5156,-1.415,-1.4729,-0.62,0.3721,0.1744,-0.3253,0.6912,-0.3047,-0.6583,0.1956,-0.6545,-0.2006,-0.569,-1.0387,-0.4909,0.3468,0.5881,-0.6693,1.1625,2.2501,1.9787,-0.1252,-2.6068,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,355.51650000000006,408.8354,343.64486
345,-2.2249,-0.3452,-1.7257,-2.2585,-1.7376,-0.4556,-1.0985,0.9065,1.6524,-0.6576,1.0573,-0.2023,-0.9726,-0.62,-0.5786,0.1744,-0.3253,-1.558,-0.9391,-0.6583,-0.5707,-0.6545,0.4637,0.2621,1.2386,-1.2865,-0.4347,-0.2861,-0.8392,-0.7823,-0.3339,-0.0535,-1.4728,-2.0112,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,453.58540000000005,463.4209,398.74276000000003
346,-1.7736,-0.7014,-1.2446,-1.6966,-0.6231,-0.6795,-0.825,1.2421,1.6524,-1.58,-0.0424,0.1597,0.6532,1.1884,0.7368,0.9075,1.3514,1.3521,0.6012,0.4667,0.4352,-0.1015,1.8905,-0.2139,1.2386,1.6438,1.3357,1.0167,2.7249,1.2618,1.5272,1.9988,-1.4728,-1.4624,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,383.5096,406.1986,386.26224000000013
347,-2.0457,-1.7576,-1.6618,-1.7313,-1.9827,-0.4556,-0.825,0.9065,1.6524,-0.6576,-0.3869,1.314,-0.0424,-0.3335,0.4572,-0.3689,0.2012,-0.6142,-0.4213,-0.6583,-0.2047,-0.1015,-0.687,0.2621,-0.5928,-0.4684,-0.4347,1.7356,-0.3184,-0.7823,-0.2339,-0.9778,-1.4728,-1.8849,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,433.4686,455.0512,400.84228
348,-2.0652,-1.7576,-1.0527,-1.8897,-1.9827,-0.0176,0.1222,0.9065,1.6524,0.5029,0.0314,1.314,1.8202,1.0419,0.4572,0.5665,0.0728,-1.558,0.6012,-0.6583,0.0385,1.8164,-0.1748,0.2621,1.2386,-0.0328,0.2342,-0.6615,0.6678,0.1462,1.5272,1.9988,0.4436,-2.7232,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,439.30730000000005,460.58130000000017,413.21544
349,-1.1169,-0.5498,-0.1357,-1.4615,-1.7005,0.3252,-0.7391,0.795,1.6524,-0.6576,-0.1836,1.314,-0.0424,0.5102,-0.2644,0.1744,0.5121,0.6912,0.6012,-0.6583,0.1956,-0.1015,0.8794,0.2621,-0.5928,-0.5325,0.5761,-1.1549,-0.672,-0.7823,0.0973,0.8449,-1.4077,-2.5042,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,500.7512,446.67960000000005,479.40788
350,-2.021,0.506,-1.9645,-2.2748,-1.9827,-0.2704,0.1222,0.409,1.2958,-0.6576,-0.8179,1.314,1.0067,0.7551,-0.5786,0.1744,-0.3253,-0.6142,-0.9391,-0.6583,-0.2047,-0.1015,-0.4342,0.2621,1.2386,0.7872,0.0337,-1.1549,-0.5707,-0.7823,0.2925,1.9988,1.4601,-2.8868,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,445.52909999999986,456.9471,446.10548
351,-2.3551,-1.7576,-0.9386,-2.5872,-1.7005,-0.2704,-0.4089,0.409,0.7323,-1.5824,0.2377,0.1597,-1.7471,-0.9263,-1.4494,-0.5905,0.6796,-0.6142,-0.4213,-1.1507,-0.2047,-0.1015,0.4637,-0.267,1.2386,-0.5536,-0.8444,-0.2021,-0.3184,0.2907,-0.2965,-0.9778,-1.4728,-3.0186,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,521.7817,528.403,510.35859999999985
352,-0.4178,0.506,1.1793,-0.9502,-0.9848,0.1372,0.1222,1.2421,1.6524,-0.6576,-0.0424,-1.1481,-1.0988,-0.62,-0.5786,0.1744,-0.3253,0.6912,0.6012,-1.6139,0.1956,-0.1015,0.4637,0.2621,1.2386,-0.0614,0.5761,0.5881,-0.9879,1.1625,2.2501,0.7998193008370705,-0.2427669005416078,-1.1057,public,Public,14.5556,262.0,18.0,1.0,1.0,0.3333,0.0,More than 50 students,3.0,0.8339,0.8567,-0.0384,-2.0409,313.4617,371.4192,303.35126
